url,status,final_url,checked_at
https://hirek.prim.hu/cikk/2025/10/19/autonom_erdeszeti_robotok_szuletnek_sopronban,200,https://hirek.prim.hu/cikk/2025/10/19/autonom_erdeszeti_robotok_szuletnek_sopronban,2026-04-28T18:31:54+00:00
https://getsolotech.substack.com/,200,https://getsolotech.substack.com/,2026-04-28T18:31:53+00:00
https://www.wandelbots.com/news,200,https://www.wandelbots.com/news,2026-04-28T18:31:53+00:00
https://www.prnewswire.com/news-releases/opentrons-hires-gautam-prabhu-as-cto-to-accelerate-automated-lab-robotics-engineering-solutions-301878910.html,200,https://www.prnewswire.com/news-releases/opentrons-hires-gautam-prabhu-as-cto-to-accelerate-automated-lab-robotics-engineering-solutions-301878910.html,2026-04-28T18:31:53+00:00
https://www.humanoidsdaily.com/news/menlo-research-open-sources-asimov-v1-releasing-cad-and-simulation-files-for-the-rest-of-us,200,https://www.humanoidsdaily.com/news/menlo-research-open-sources-asimov-v1-releasing-cad-and-simulation-files-for-the-rest-of-us,2026-04-28T18:31:53+00:00
https://www.vizuara.com/team,200,https://www.vizuara.com/team,2026-04-28T18:31:53+00:00
https://www.linkedin.com/in/daniele-pucci-78428420/,BOTBLOCK_OK:999,https://www.linkedin.com/in/daniele-pucci-78428420/,2026-04-28T18:31:53+00:00
https://ch.linkedin.com/in/david-hoeller,BOTBLOCK_OK:999,https://ch.linkedin.com/in/david-hoeller,2026-04-28T18:31:53+00:00
https://www.linkedin.com/in/zhou-xian-588128150/,BOTBLOCK_OK:999,https://www.linkedin.com/in/zhou-xian-588128150/,2026-04-28T18:31:53+00:00
https://www.linkedin.com/in/he-wang-58543770/,BOTBLOCK_OK:999,https://www.linkedin.com/in/he-wang-58543770/,2026-04-28T18:31:53+00:00
https://www.linkedin.com/in/jung-hee-ryu-5376623/,BOTBLOCK_OK:999,https://www.linkedin.com/in/jung-hee-ryu-5376623/,2026-04-28T18:31:53+00:00
https://www.linkedin.com/in/ali-agha-7aa5212a,BOTBLOCK_OK:999,https://www.linkedin.com/in/ali-agha-7aa5212a,2026-04-28T18:31:53+00:00
https://www.businesswire.com/news/home/20250204184202/en/eBots-and-Foxconn-Collaboration-Sets-a-New-Record-in-Adaptive-Precision-Manufacturing-Embodied-AI-Robot-Successfully-Passes-Factory-Acceptance-Test-FAT,BOTBLOCK_OK:403,https://www.businesswire.com/news/home/20250204184202/en/eBots-and-Foxconn-Collaboration-Sets-a-New-Record-in-Adaptive-Precision-Manufacturing-Embodied-AI-Robot-Successfully-Passes-Factory-Acceptance-Test-FAT,2026-04-28T18:31:53+00:00
https://www.linkedin.com/in/ashish-kapoor-a2971b6,BOTBLOCK_OK:429,https://www.linkedin.com/in/ashish-kapoor-a2971b6,2026-04-28T18:31:53+00:00
https://www.linkedin.com/in/plbiojout/,BOTBLOCK_OK:999,https://www.linkedin.com/in/plbiojout/,2026-04-28T18:31:54+00:00
